id,job_title,company_name,location,industry,job_type,min_salary,max_salary,salary_midpoint,salary_bracket,experience_min,experience_max,experience_range,skill_count,skills,date_posted,source,anomaly_flag,dedup_hash,scraped_at
1592,Junior AI Engineer,NETSOL ERP,Islamabad,AI & Data Science,Part-time,8000.0,18000.0,13000.0,Entry,6,7,1,10,"Python, JavaScript, Machine Learning, Django, Data Science, Deep Learning, Kubernetes, CI/CD, NumPy, GCP",2026-02-17,indeed.com.pk,1,0447a940891f5c7a7a8ecb74188be274,2026-02-17 21:00:00
1593,Junior Machine Learning Engineer,StreamSend,Lahore,AI & Data Science,Remote,90124.0,126127.0,108125.5,Junior,5,7,2,10,"Python, SQL, JavaScript, Machine Learning, Django, Data Science, TypeScript, PostgreSQL, MongoDB, TensorFlow",2026-03-08,indeed.com.pk,0,b5c549a97b2de5b56ad9bc35394683d8,2026-03-08 04:00:00
1594,Senior AI Engineer,NetSol Technologies,Multan,AI & Data Science,Full-time,292201.0,320537.0,306369.0,Senior,5,7,2,5,"Python, Machine Learning, Django, Data Science, TensorFlow",2026-02-04,indeed.com.pk,0,78df9fb7a7e7e67d28aa08093af49df4,2026-02-05 18:00:00
1595,Mid Mobile App Developer,PTCL,Islamabad,Information Technology,Contract,,,,,1,4,3,6,"Python, MySQL, Data Science, Vue, FastAPI, NumPy",2026-03-05,rozee.pk,0,f2023acb6a0427061eb0f200ae5b8d65,2026-03-06 23:00:00
1596,Senior Data Analyst,Devsinc,Faisalabad,Information Technology,Remote,185402.0,208462.0,196932.0,Mid,3,4,1,5,"Python, JavaScript, AWS, Data Science, Excel",2026-02-22,rozee.pk,0,470c80593a60f6610b0cc575cf5f92c0,2026-02-23 16:00:00
1597,Junior Mobile App Developer,Airlift Technologies,Remote,Information Technology,Full-time,,,,,2,3,1,9,"SQL, JavaScript, Machine Learning, Git, TypeScript, Deep Learning, MongoDB, Power BI, PyTorch",2026-03-23,rozee.pk,0,09ae54e83ef8eede79e6652adfa2e4cb,2026-03-23 20:00:00
1598,Mid Python Developer,Ufone Tech,Islamabad,Information Technology,Full-time,184445.0,206661.0,195553.0,Mid,4,5,1,8,"Python, SQL, AWS, Node.js, Git, MySQL, NumPy, Generative AI",2026-02-07,rozee.pk,0,235fdfbd9d3df20ca862fae5be72a825,2026-02-08 01:00:00
1599,Mid Data Engineer,Creative Chaos,Islamabad,AI & Data Science,Remote,233643.0,261474.0,247558.5,Senior,3,5,2,10,"Python, Machine Learning, Docker, Django, Data Science, TypeScript, Deep Learning, TensorFlow, Kubernetes, Scikit-learn",2026-02-10,indeed.com.pk,0,ae901d90ad3acb77eccd04281dc92b78,2026-02-11 23:00:00
1600,Senior Research Scientist,Noogata,Karachi,AI & Data Science,Part-time,,,,,7,9,2,10,"Python, SQL, JavaScript, Machine Learning, Node.js, Linux, NumPy, Azure, Power BI, Scikit-learn",2026-03-12,rozee.pk,0,d48eb74661c294c4fb2875fad2bb6473,2026-03-12 22:00:00
1601,Senior Cybersecurity Analyst,Infolinks,Lahore,Cybersecurity,Remote,194767.0,213608.0,204187.5,Senior,6,7,1,6,"SQL, AWS, Git, MongoDB, Pandas, Terraform",2026-02-11,indeed.com.pk,0,8a6ac3237f9a30a7e01d5b886d28298e,2026-02-12 12:00:00
1602,Senior Software Architect,Techwards,Lahore,Information Technology,Remote,,,,,10,11,1,11,"Python, AWS, Node.js, MySQL, TypeScript, REST API, Deep Learning, TensorFlow, Vue, NLP, Excel",2026-03-13,rozee.pk,0,273dbaa25b1fdcf6cef648fcf9afc180,2026-03-13 03:00:00
1603,Mid Backend Developer,Systems Limited,Islamabad,Information Technology,Full-time,145957.0,163442.0,154699.5,Mid,2,4,2,6,"SQL, JavaScript, React, Docker, MongoDB, NLP",2026-03-14,rozee.pk,0,422fbbddd9549110ef8c9b6979c10e43,2026-03-15 20:00:00
1604,Mid Research Scientist,Folio3 Software,Remote,AI & Data Science,Full-time,,,,,6,7,1,6,"Python, SQL, Machine Learning, AWS, MongoDB, Excel",2026-01-22,indeed.com.pk,0,16992a7889984db63c0d25d712e8caa5,2026-01-22 15:00:00
1605,Senior DevOps Engineer,Avanza Solutions,Karachi,Information Technology,Remote,219250.0,253298.0,236274.0,Senior,2,4,2,8,"JavaScript, TypeScript, REST API, PHP, Kubernetes, CI/CD, Vue, DevOps",2026-01-25,rozee.pk,0,b400c5dc6e6cece40d834e9b01b49d22,2026-01-25 12:00:00
1606,Senior Software Engineer,Creative Chaos,Lahore,Information Technology,Full-time,223790.0,240697.0,232243.5,Senior,2,4,2,8,"SQL, Docker, Django, Deep Learning, MongoDB, Azure, Tableau, Keras",2026-03-29,indeed.com.pk,0,ed529909feac81545d05db4869e3623b,2026-03-29 02:00:00
1607,Junior Mobile App Developer,i2c Inc,Remote,Information Technology,Remote,109440.0,123188.0,116314.0,Junior,1,4,3,7,"SQL, React, Git, Django, REST API, PostgreSQL, Blockchain",2026-01-24,rozee.pk,0,738fdb9d238598921e4a7496e4c0ad7a,2026-01-25 17:00:00
1608,Senior BI Analyst,Softech Worldwide,Islamabad,Banking & Finance,Full-time,235606.0,270844.0,253225.0,Senior,2,5,3,3,"Docker, PHP, Generative AI",2026-03-20,rozee.pk,0,017be54017f0475cdfe490c34fd9dd18,2026-03-20 15:00:00
1609,Senior DevOps Engineer,Tag Innovation,Islamabad,Information Technology,Remote,280959.0,318591.0,299775.0,Senior,2,4,2,11,"JavaScript, React, AWS, MySQL, REST API, Linux, Kubernetes, CI/CD, DevOps, Kotlin, Computer Vision",2026-03-11,rozee.pk,0,e98331603b2f072e3b3de4d9c47cf664,2026-03-11 13:00:00
1610,Mid React Developer,PTCL,Karachi,Information Technology,Contract,163847.0,184971.0,174409.0,Mid,2,4,2,7,"Python, JavaScript, React, AWS, Node.js, Git, Selenium",2026-01-08,indeed.com.pk,0,2c1bcb58e7d333ee4d7be58f3d697b93,2026-01-09 18:00:00
1611,Mid Data Engineer,i2c Inc,Karachi,AI & Data Science,Full-time,226038.0,251444.0,238741.0,Senior,6,7,1,9,"Python, JavaScript, Machine Learning, Git, MySQL, TypeScript, REST API, Deep Learning, TensorFlow",2026-02-28,rozee.pk,0,4f2489ea21cffebe06c5105b421662db,2026-02-28 10:00:00
1612,Junior Full Stack Developer,Hazen Technologies,Lahore,Information Technology,Full-time,107986.0,139493.0,123739.5,Mid,5,9,4,7,"Python, SQL, Docker, PHP, MongoDB, GCP, Tableau",2026-03-29,rozee.pk,0,1cf1e959689e62929c460326ba6931eb,2026-03-30 06:00:00
1613,Senior Software Engineer,Contour Software,Karachi,Information Technology,Remote,199432.0,234996.0,217214.0,Senior,2,5,3,5,"Machine Learning, Django, REST API, PostgreSQL, Azure",2026-02-27,rozee.pk,0,037cbd127f04f7d446b1d9b60451f39a,2026-02-28 01:00:00
1614,Junior Network Engineer,ScientiaMobile,Lahore,Telecommunications,Full-time,81318.0,119998.0,100658.0,Junior,5,6,1,8,"Python, React, AWS, Docker, TypeScript, Linux, DevOps, Kotlin",2026-02-14,rozee.pk,0,7374888c94670d7a5170ca75a61ef485,2026-02-15 08:00:00
1615,Mid Network Engineer,Noogata,Karachi,Telecommunications,Full-time,130399.0,148549.0,139474.0,Mid,2,3,1,5,"JavaScript, Docker, TypeScript, PostgreSQL, DevOps",2026-03-15,rozee.pk,0,f05157fea52a405d750da9f740476eb4,2026-03-16 03:00:00
1616,Junior AI Engineer,Noogata,Lahore,AI & Data Science,Full-time,,,,,5,9,4,10,"Python, Machine Learning, Data Science, REST API, Linux, NLP, NumPy, Power BI, PyTorch, Terraform",2026-03-24,rozee.pk,0,70f538dc7a9dab31288a751bd2eadc65,2026-03-25 17:00:00
1617,Mid BI Analyst,Engro Polymers IT,Karachi,Banking & Finance,Full-time,,,,,5,6,1,3,"SQL, PHP, Power BI",2026-03-02,rozee.pk,0,101745273e6d1343cc95f868c7d50a7b,2026-03-02 04:00:00
1618,Senior Full Stack Developer,Xavor Corporation,Rawalpindi,Information Technology,Remote,213048.0,239851.0,226449.5,Senior,2,3,1,9,"JavaScript, AWS, Docker, MySQL, Django, TypeScript, PHP, PostgreSQL, LLM",2026-03-14,rozee.pk,0,28cdede6893a689ce0749a2bb084dada,2026-03-15 06:00:00
1619,Senior Research Scientist,Bykea Tech,Karachi,AI & Data Science,Remote,379168.0,403657.0,391412.5,Senior,8,9,1,8,"Python, SQL, Machine Learning, TypeScript, Linux, NLP, Scikit-learn, GraphQL",2026-01-24,rozee.pk,0,3b4afe152c2ef9f7fe147700eb376378,2026-01-25 03:00:00
1620,Junior Mobile App Developer,Noogata,Lahore,Information Technology,Full-time,,,,,3,7,4,3,"MySQL, Data Science, Keras",2026-02-15,indeed.com.pk,0,de6015109db52edfe51d9c652d0c41ab,2026-02-16 08:00:00
1621,Senior AI Engineer,Confiz,Islamabad,AI & Data Science,Full-time,,,,,7,9,2,10,"Python, SQL, Machine Learning, Docker, MySQL, Data Science, PostgreSQL, MongoDB, TensorFlow, Spark",2026-02-09,rozee.pk,0,83e6748d8552c472f2893b234d6a7a02,2026-02-10 15:00:00
1622,Junior Data Analyst,StreamSend,Lahore,Information Technology,Full-time,,,,,1,4,3,7,"Python, SQL, Machine Learning, Django, Deep Learning, Pandas, Tableau",2026-02-24,indeed.com.pk,0,8ee08a5a3e3a148fcf64bb546c8c47f4,2026-02-25 08:00:00
1623,Mid Systems Analyst,Bykea Tech,Remote,Information Technology,Remote,,,,,3,7,4,8,"React, Docker, Django, Linux, MongoDB, Kubernetes, FastAPI, DevOps",2026-03-11,rozee.pk,0,f1522ccfcde504dfcd888e2358d12663,2026-03-11 11:00:00
1624,Mid React Developer,Folio3 Software,Rawalpindi,Information Technology,Full-time,,,,,5,7,2,6,"SQL, JavaScript, React, Machine Learning, AWS, Git",2026-03-16,rozee.pk,0,9af021e322346886e2365e12ddff6943,2026-03-16 07:00:00
1625,Mid Full Stack Developer,Contour Software,Karachi,Information Technology,Full-time,,,,,6,8,2,3,"Python, React, Deep Learning",2026-03-22,rozee.pk,0,01f4912091a9337af15994e935f47393,2026-03-22 19:00:00
1626,Junior Backend Developer,i2c Inc,Karachi,Information Technology,Full-time,104369.0,128803.0,116586.0,Junior,2,6,4,4,"JavaScript, AWS, Data Science, GCP",2026-03-24,rozee.pk,0,571676448afcfd34f576882c5ecf4c38,2026-03-24 22:00:00
1627,Junior AI Engineer,Engro Polymers IT,Karachi,AI & Data Science,Full-time,,,,,8,11,3,9,"Python, SQL, Machine Learning, AWS, PHP, Deep Learning, MongoDB, TensorFlow, Kotlin",2026-03-11,rozee.pk,0,709c91d012f666c475933ecac4f32878,2026-03-11 04:00:00
1628,Mid IT Support Engineer,Emumba,Islamabad,Information Technology,Full-time,81249.0,113390.0,97319.5,Junior,0,2,2,3,"JavaScript, Git, Kotlin",2026-03-04,rozee.pk,0,5de9aee36492b77680aa9682f69e98c0,2026-03-05 21:00:00
1629,Junior Data Analyst,Devsinc,Lahore,Information Technology,Full-time,71925.0,104695.0,88310.0,Junior,3,5,2,6,"Python, AWS, Node.js, Data Science, TypeScript, Kubernetes",2026-02-13,rozee.pk,0,ab92d29cf42efaec73ee88aaed59a5ca,2026-02-13 05:00:00
1630,Mid Software Engineer,StreamSend,Lahore,Information Technology,Full-time,175937.0,186072.0,181004.5,Mid,6,9,3,8,"Python, React, Machine Learning, Node.js, Data Science, FastAPI, Flutter, Selenium",2026-02-28,rozee.pk,0,782cf2e285d537a9cacea1f2dc70cbe3,2026-03-01 03:00:00
1631,Junior Data Scientist,Daraz Pakistan,Islamabad,AI & Data Science,Full-time,155000.0,181950.0,168475.0,Mid,5,8,3,10,"Python, JavaScript, Machine Learning, Docker, Django, Data Science, TensorFlow, CI/CD, NLP, NumPy",2026-03-02,indeed.com.pk,0,cdbdb4e8f2968bf8ad54171fda85a9c0,2026-03-03 16:00:00
1632,Senior Mobile App Developer,Engro Polymers IT,Faisalabad,Information Technology,Remote,198232.0,233253.0,215742.5,Senior,5,9,4,2,"Python, GCP",2026-02-17,rozee.pk,0,4577b09b1f7ef8f1df6f521ca19adc2f,2026-02-17 08:00:00
1633,Mid Cybersecurity Analyst,PureVPN Tech,Islamabad,Cybersecurity,Full-time,1200000.0,1300000.0,1250000.0,Senior,2,5,3,5,"Python, AWS, Docker, Deep Learning, Vue",2026-01-21,rozee.pk,1,75425ea605d9d3675dca72d7a6baaee4,2026-01-22 15:00:00
1634,Junior Systems Analyst,Hazen Technologies,Islamabad,Information Technology,Full-time,70042.0,104508.0,87275.0,Junior,6,9,3,5,"Python, React, Django, TensorFlow, Scikit-learn",2026-03-29,indeed.com.pk,0,c06fa1a00e832a4cf4b6e1ae2aefdf7d,2026-03-30 09:00:00
1635,Junior Python Developer,Contour Software,Lahore,Information Technology,Full-time,88497.0,117937.0,103217.0,Junior,4,5,1,4,"Python, SQL, AWS, Git",2026-02-19,rozee.pk,0,b248dccc626539d72dc3ec311ad02bc0,2026-02-19 18:00:00
1636,Mid Python Developer,10Pearls,Multan,Information Technology,Full-time,160442.0,188693.0,174567.5,Mid,5,9,4,4,"Python, Node.js, LLM, GraphQL",2026-03-24,indeed.com.pk,0,173087329744297966753a3354dc92d6,2026-03-25 05:00:00
1637,Junior DevOps Engineer,MCB Tech,Islamabad,Information Technology,Remote,800000.0,900000.0,850000.0,Senior,2,3,1,10,"Python, SQL, React, Machine Learning, AWS, MySQL, Linux, TensorFlow, LLM, BERT",2026-02-19,rozee.pk,1,6bb865b5665be6e88f74ae59435f79b8,2026-02-19 14:00:00
1638,Mid IT Support Engineer,Daraz Pakistan,Karachi,Information Technology,Remote,67832.0,78737.0,73284.5,Junior,0,4,4,6,"SQL, JavaScript, Machine Learning, Kubernetes, Azure, GCP",2026-02-17,rozee.pk,0,6c22a1afd5e55ac4215908298cc6c2aa,2026-02-18 17:00:00
1639,Mid React Developer,TRG Pakistan,Karachi,Information Technology,Contract,152994.0,173217.0,163105.5,Mid,3,6,3,9,"JavaScript, React, AWS, Node.js, Django, PHP, DevOps, Tableau, Keras",2026-03-29,indeed.com.pk,0,0b4320f2e47f8308df8e9cea5ae5a2c6,2026-03-30 04:00:00
1640,Mid Cloud Engineer,Contour Software,Karachi,Information Technology,Full-time,208412.0,244639.0,226525.5,Senior,5,8,3,2,"Data Science, PHP",2026-03-03,rozee.pk,0,48a61c469a81969c595860ed00dafea0,2026-03-04 22:00:00
1641,Mid React Developer,Foodpanda Tech,Karachi,Information Technology,Contract,133074.0,152547.0,142810.5,Mid,5,6,1,12,"Python, JavaScript, React, Machine Learning, Node.js, Docker, MySQL, REST API, PHP, Deep Learning, TensorFlow, DevOps",2026-02-26,rozee.pk,0,0e476f4dfe9c63302588f21f1bcefe97,2026-02-27 09:00:00
1642,Mid Python Developer,Afiniti,Islamabad,Information Technology,Full-time,,,,,4,8,4,9,"Python, SQL, JavaScript, AWS, Docker, Git, REST API, Kubernetes, LLM",2026-03-13,indeed.com.pk,0,0d67b796edbb12df1c930a06de19dff2,2026-03-13 19:00:00
1643,Junior Database Administrator,Daraz Pakistan,Karachi,Information Technology,Contract,96560.0,117459.0,107009.5,Junior,6,9,3,12,"Python, SQL, JavaScript, Machine Learning, Git, MySQL, Linux, NLP, Pandas, Scikit-learn, Generative AI, Computer Vision",2026-03-18,rozee.pk,0,c84143aff80a51aeb857d572dff816e8,2026-03-19 05:00:00
1644,Mid Systems Analyst,Folio3 Software,Lahore,Information Technology,Remote,110210.0,135975.0,123092.5,Mid,4,8,4,6,"JavaScript, AWS, Git, Linux, TensorFlow, CI/CD",2026-03-28,rozee.pk,0,7f53fdae69e87ad09234fe4ab2b0e8ac,2026-03-29 16:00:00
1645,Junior Backend Developer,Daraz Pakistan,Lahore,Information Technology,Full-time,65196.0,101263.0,83229.5,Junior,4,7,3,8,"Python, SQL, JavaScript, Git, Data Science, TypeScript, Linux, DevOps",2026-03-12,rozee.pk,0,e03fee979d16abd6fe14e726dd08b466,2026-03-13 04:00:00
1646,Mid Game Developer,Habib Metro,Islamabad,Game Development,Full-time,,,,,5,8,3,3,"Machine Learning, Docker, Vue",2026-03-29,rozee.pk,0,6903bb592f9af2dc7d6dd48ff9e735af,2026-03-30 00:00:00
1647,Junior React Developer,Bazaar Technologies,Lahore,Information Technology,Full-time,,,,,1,5,4,7,"Python, SQL, JavaScript, React, Node.js, Django, PostgreSQL",2026-03-28,rozee.pk,0,3af406752ecdd6ffe1748fdfafcff5dd,2026-03-30 00:00:00
1648,Mid Research Scientist,MCB Tech,Remote,AI & Data Science,Remote,,,,,3,4,1,8,"Python, SQL, JavaScript, React, Machine Learning, AWS, Data Science, CI/CD",2026-03-27,rozee.pk,0,637789b2f66f89578b574f34e58448ee,2026-03-27 10:00:00
1649,Mid Mobile App Developer,Creative Chaos,Lahore,Information Technology,Remote,1200000.0,1300000.0,1250000.0,Senior,3,5,2,3,"JavaScript, Machine Learning, REST API",2026-02-16,rozee.pk,1,75ecfad17d013df3a9b46d710c4df566,2026-02-16 06:00:00
1650,Senior Cloud Engineer,Creative Chaos,Lahore,Information Technology,Full-time,,,,,7,9,2,11,"Python, SQL, React, Docker, Git, PostgreSQL, CI/CD, Pandas, NumPy, Scikit-learn, PyTorch",2026-03-23,rozee.pk,0,1be06ec83133d9ff994175f0cd845e96,2026-03-24 11:00:00
1651,Senior Data Analyst,Infolinks,Islamabad,Information Technology,Full-time,142087.0,178258.0,160172.5,Mid,1,4,3,7,"Python, JavaScript, Docker, Git, TypeScript, TensorFlow, DevOps",2026-02-18,rozee.pk,0,6724606b3eac3f389a7dde2694ed6903,2026-02-19 02:00:00
1652,Senior Cloud Engineer,ZoodMall,Karachi,Information Technology,Full-time,286053.0,314211.0,300132.0,Senior,7,8,1,4,"JavaScript, REST API, NumPy, Computer Vision",2026-03-26,rozee.pk,0,5a0253aba4cc70ef77a1ade82d528e4c,2026-03-26 23:00:00
1653,Mid Cybersecurity Analyst,Jazz Digital,Lahore,Cybersecurity,Full-time,154540.0,192939.0,173739.5,Mid,6,7,1,10,"React, Node.js, Git, Data Science, PostgreSQL, Deep Learning, MongoDB, Vue, Scikit-learn, LLM",2026-03-22,indeed.com.pk,0,2f6ad3f41a3df024af80dd956c131927,2026-03-23 14:00:00
1654,Senior Cybersecurity Analyst,ScientiaMobile,Multiple,Cybersecurity,Part-time,,,,,6,7,1,8,"Python, SQL, PostgreSQL, FastAPI, Azure, GCP, Tableau, R",2026-01-30,rozee.pk,0,0e45b4865fceecd758074f8fb583ddc3,2026-01-30 02:00:00
1655,Senior Quality Assurance Engineer,Foodpanda Tech,Lahore,Information Technology,Full-time,142072.0,160740.0,151406.0,Mid,3,7,4,6,"Python, React, Node.js, MySQL, PostgreSQL, Keras",2026-02-17,rozee.pk,0,8527575f33e4314bd913ebcc5ea2e29a,2026-02-17 09:00:00
1656,Senior Cloud Engineer,i2c Inc,Islamabad,Information Technology,Full-time,,,,,4,7,3,4,"Python, SQL, Machine Learning, Computer Vision",2026-03-16,indeed.com.pk,0,0f7d6bac81eb5181fc7e7dbb9fa4da77,2026-03-16 10:00:00
1657,Mid Frontend Developer,PTCL,Lahore,Information Technology,Remote,107420.0,123428.0,115424.0,Junior,4,5,1,6,"Python, AWS, MySQL, Linux, Deep Learning, TensorFlow",2026-01-31,indeed.com.pk,0,283768bf010fb8f709a072856ed57b7c,2026-01-31 22:00:00
1658,Mid Machine Learning Engineer,CarFirst,Karachi,AI & Data Science,Full-time,266998.0,291554.0,279276.0,Senior,7,11,4,7,"Python, Machine Learning, Git, Data Science, PostgreSQL, TensorFlow, Scikit-learn",2026-02-06,indeed.com.pk,0,fe41969efebffa46ba031f1e9cd58ac2,2026-02-07 02:00:00
1659,Senior IT Project Manager,10Pearls,Lahore,Information Technology,Internship,,,,,9,10,1,9,"Python, JavaScript, Git, Django, Data Science, TypeScript, REST API, Deep Learning, NumPy",2026-03-16,rozee.pk,0,c9494d078dd205c55148648af46f0f27,2026-03-17 23:00:00
1660,Mid BI Analyst,Jazz Digital,Karachi,Banking & Finance,Full-time,,,,,5,7,2,7,"Python, SQL, Node.js, Git, Deep Learning, NLP, GraphQL",2026-02-02,rozee.pk,0,b456dd53805b3a10c31a25a21442249c,2026-02-02 20:00:00
1661,Mid DevOps Engineer,Bazaar Technologies,Islamabad,Information Technology,Remote,187196.0,207466.0,197331.0,Mid,6,8,2,7,"SQL, Machine Learning, AWS, Git, TypeScript, Linux, NLP",2026-03-07,rozee.pk,0,b665d746ee72c7c0da2eea5acd88831a,2026-03-07 08:00:00
1662,Senior Cybersecurity Analyst,CarFirst,Lahore,Cybersecurity,Full-time,233782.0,266892.0,250337.0,Senior,2,3,1,5,"SQL, JavaScript, React, Git, TypeScript",2026-03-17,rozee.pk,0,21b7d325f16c558781bfa2ad7d5e3958,2026-03-18 17:00:00
1663,Senior Cloud Engineer,Infolinks,Lahore,Information Technology,Full-time,218225.0,247336.0,232780.5,Senior,2,3,1,7,"Python, SQL, Django, Data Science, TypeScript, Flutter, Redis",2026-01-17,indeed.com.pk,0,be6b62caa5326dfc9fa42f688cd2dd9d,2026-01-17 03:00:00
1664,Senior Python Developer,Bazaar Technologies,Karachi,Information Technology,Full-time,,,,,2,4,2,6,"Python, SQL, Node.js, Deep Learning, CI/CD, Flutter",2026-03-17,rozee.pk,0,ba18e4d8c069adc254475f525dc0b9dd,2026-03-18 19:00:00
1665,Mid Network Engineer,NetSol Technologies,Lahore,Telecommunications,Part-time,,,,,5,8,3,7,"Python, SQL, JavaScript, React, Git, REST API, Azure",2026-03-20,indeed.com.pk,0,8c23240ce8a755054bfe8d6ace3752c6,2026-03-20 14:00:00
1666,Junior Data Scientist,Systems Limited,Rawalpindi,AI & Data Science,Full-time,,,,,6,10,4,12,"Python, SQL, JavaScript, Machine Learning, Git, MySQL, Django, Data Science, REST API, PHP, Deep Learning, TensorFlow",2026-02-16,indeed.com.pk,0,3517eed3f8c2a5921d5ae540fd19b9b9,2026-02-16 06:00:00
1667,Junior Quality Assurance Engineer,Ufone Tech,Karachi,Information Technology,Full-time,62970.0,101181.0,82075.5,Junior,3,5,2,6,"SQL, JavaScript, Machine Learning, AWS, Data Science, PHP",2026-03-07,rozee.pk,0,bc297e1973ba1f0429af27b8b662acca,2026-03-08 06:00:00
1668,Senior Software Architect,ZoodMall,Karachi,Information Technology,Remote,474088.0,495951.0,485019.5,Senior,7,10,3,8,"Git, MySQL, Django, Data Science, REST API, Linux, Flutter, Blockchain",2026-02-16,rozee.pk,0,15e63990a0f8df385b5f9eaf1b001d26,2026-02-16 08:00:00
1669,Senior Machine Learning Engineer,Systems Limited,Lahore,AI & Data Science,Full-time,318704.0,352830.0,335767.0,Senior,2,3,1,5,"Python, React, Machine Learning, Data Science, TypeScript",2026-03-13,rozee.pk,0,3b4ab609fcbeb3b42d4f582d2c8e1675,2026-03-14 11:00:00
1670,Senior AI Engineer,Contour Software,Karachi,AI & Data Science,Full-time,,,,,4,6,2,10,"Python, SQL, JavaScript, React, Machine Learning, Docker, Data Science, Linux, TensorFlow, Scikit-learn",2026-03-16,rozee.pk,0,cd031f7beeb0ac0b6e32d72c4ddb2ffa,2026-03-17 05:00:00
1671,Mid Data Engineer,i2c Inc,Rawalpindi,AI & Data Science,Full-time,207481.0,233870.0,220675.5,Senior,4,7,3,8,"Python, SQL, React, Git, Data Science, Pandas, GCP, Selenium",2026-03-29,rozee.pk,0,dc16963e74603c1a4c7872bd0f5c27ec,2026-03-29 05:00:00
1672,Senior NLP Engineer,Engro Polymers IT,Lahore,AI & Data Science,Full-time,337925.0,368343.0,353134.0,Senior,5,8,3,6,"Python, JavaScript, Machine Learning, NLP, PyTorch, R",2026-03-18,rozee.pk,0,4e4c000d50ce74bdb919dcc8996b6d5d,2026-03-18 09:00:00
1673,Junior NLP Engineer,ScientiaMobile,Karachi,AI & Data Science,Full-time,143242.0,153507.0,148374.5,Mid,6,10,4,11,"Python, Machine Learning, MySQL, Django, Data Science, Linux, Deep Learning, TensorFlow, NLP, NumPy, PyTorch",2026-03-14,rozee.pk,0,f427a27aea652991c8d4ebbd6694adce,2026-03-15 14:00:00
1674,Senior Software Engineer,Sigmoid Analytics,Karachi,Information Technology,Remote,220741.0,258759.0,239750.0,Senior,5,6,1,7,"Python, React, Machine Learning, Git, Data Science, PHP, Tableau",2026-03-26,rozee.pk,0,f69046f92d42f37b397c059e3ddf18c4,2026-03-27 11:00:00
1675,Junior Network Engineer,i2c Inc,Remote,Telecommunications,Full-time,,,,,5,7,2,10,"SQL, Docker, MySQL, TypeScript, CI/CD, NLP, DevOps, Azure, Power BI, PyTorch",2026-03-19,indeed.com.pk,0,d1f76c5335084ccb060a5b9434cd40e3,2026-03-19 06:00:00
1676,Mid React Developer,NetSol Technologies,Lahore,Information Technology,Full-time,168756.0,185827.0,177291.5,Mid,3,4,1,11,"Python, SQL, JavaScript, React, Machine Learning, Node.js, MySQL, Data Science, PostgreSQL, MongoDB, NLP",2026-03-01,rozee.pk,0,cc816c41a1dd00111aea53dc18333ec9,2026-03-01 13:00:00
1677,Mid IT Support Engineer,ScientiaMobile,Karachi,Information Technology,Full-time,71379.0,85575.0,78477.0,Junior,0,3,3,9,"SQL, React, Machine Learning, TypeScript, Linux, Deep Learning, Kubernetes, PyTorch, GraphQL",2026-03-26,indeed.com.pk,0,41b8d1931011d2516e695e22a24019bd,2026-03-26 21:00:00
1678,Senior Penetration Tester,Bazaar Technologies,Lahore,Cybersecurity,Remote,,,,,2,5,3,7,"React, Machine Learning, Node.js, TypeScript, Linux, CI/CD, Selenium",2026-03-06,indeed.com.pk,0,35e4286c1eb9ec47564a4857153e373c,2026-03-06 23:00:00
1679,Senior Software Engineer,Haier Pakistan,Lahore,Information Technology,Full-time,221589.0,254159.0,237874.0,Senior,3,7,4,7,"SQL, Node.js, Docker, MySQL, Django, REST API, R",2026-03-18,rozee.pk,0,8ddd418f2da1ba67852a2a0d95e74138,2026-03-19 20:00:00
1680,Mid Data Scientist,Infolinks,Faisalabad,AI & Data Science,Remote,,,,,5,6,1,5,"Python, Git, Data Science, PHP, DevOps",2026-03-17,indeed.com.pk,0,159ae39aa145ac81d4991d621b5ed90f,2026-03-18 15:00:00
1681,Junior Database Administrator,Noogata,Karachi,Information Technology,Part-time,8000.0,18000.0,13000.0,Entry,3,6,3,9,"Python, JavaScript, Machine Learning, AWS, REST API, Linux, Deep Learning, Flutter, PyTorch",2026-03-25,rozee.pk,1,e2dd34bf1613ffc97ad3142df6a9d3e4,2026-03-26 23:00:00
1682,Senior Data Scientist,ZoodMall,Karachi,AI & Data Science,Full-time,317500.0,346404.0,331952.0,Senior,5,6,1,8,"Python, SQL, Node.js, Docker, Deep Learning, CI/CD, NLP, Pandas",2026-02-27,rozee.pk,0,d8b0c84d486080e5b5ef453e62a8d7ba,2026-02-27 06:00:00
1683,Senior Database Administrator,Retailo Technologies,Islamabad,Information Technology,Full-time,244858.0,255230.0,250044.0,Senior,3,5,2,8,"Python, Machine Learning, AWS, Node.js, Git, MySQL, REST API, Vue",2026-03-20,rozee.pk,0,f84e51538df90106bff38a8784f48b31,2026-03-22 00:00:00
1684,Mid Data Scientist,Creative Chaos,Lahore,AI & Data Science,Remote,208305.0,225676.0,216990.5,Senior,6,8,2,8,"Python, Machine Learning, AWS, MySQL, Data Science, Linux, Deep Learning, TensorFlow",2026-03-29,rozee.pk,0,be64a4f9933b96458201b1cce1882228,2026-03-31 00:00:00
1685,Senior Backend Developer,Systems Limited,Karachi,Information Technology,Full-time,,,,,3,7,4,6,"SQL, JavaScript, React, Vue, Kotlin, LLM",2026-02-07,rozee.pk,0,77f4d9106d911eb8a46fcefb025b955f,2026-02-08 17:00:00
